	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
29856	7.43310429859244	2.38521633704397	3.34997866218426	0.964762325140287	8.7290717196396	14.7992314652618	0	8.82475087286369e-06	1.38522952904757e-07	0.594733875994603	1	1	0	29856	Smtn	chr11
544752	6.84823315727072	-0.365127600822047	-0.0216207793414629	0.343506821480584	0	0	0	0.997790027287475	0.999962199728205	0.99880949937183	0	0	0	544752	Tug1	chr11
74522	6.56638892565115	0.0445266799928579	0.49662126064911	0.452094580656253	0	0	0	0.999996026152576	0.999272029052999	0.999734837517684	0	0	0	74522	Morc2a	chr11
74309	-0.655222332760974	-0.596156241068798	-0.624876910974272	-0.028720669905474	0	0	0	0.811677541395773	0.799110868013781	0.995609319037275	0	0	0	74309	Osbp2	chr11
67430	1.77790475335666	-0.898655787183099	-0.498843130104464	0.399812657078635	0	0	0	0.642786313078182	0.950902955515486	0.978097495000958	0	0	0	67430	4921536K21Rik	chr11
75219	5.41736001867168	-1.52972488031268	-2.48930927467511	-0.959584394362432	-2.9679365665396	-8.43757971180544	0	0.00854040811681886	1.14221957440853e-05	0.595993187598003	-1	-1	0	75219	Dusp18	chr11
103710	5.47100208441772	-0.705864480752528	-0.0701213518920465	0.635743128860481	0	0	0	0.898563653405945	0.999349551644604	0.946478266687203	0	0	0	103710	Slc35e4	chr11
21452	7.65439737239243	-1.0925126084686	-1.28735061525418	-0.194838006785578	-0.796568617520989	-2.46084002330265	0	0.223869479003351	0.0190233016351485	0.999971144159639	0	0	0	21452	Tcn2	chr11
75342	-2.66892428577589	-0.722098105653333	1.10708651712773	1.82918462278106	0	0.228270499452459	1.86168490454294	0.731774916253397	0.413368916085936	0.0491372658578634	0	0	0	75342	4930556J24Rik	NA
64934	5.78279270138224	0.158061534337199	-0.0737327580264076	-0.231794292363607	0	0	0	0.999968822301705	0.999989149258815	0.999958905164656	0	0	0	64934	Pes1	chr11
53897	-1.65038945362818	2.07623411624268	0.716372902957121	-1.35986121328556	2.58002035331939	0	-0.874423254890141	0.0157735494507573	0.771617500943869	0.203343598394251	0	0	0	53897	Gal3st1	chr11
103655	3.81268648999034	-1.44881532824729	-3.37108644494694	-1.92227111669965	-1.91989205827413	-10.7680420583133	-4.70069825555646	0.0447877993536807	1.75070070970354e-06	0.00068435860060172	0	-1	-1	103655	Sec14l4	chr11
67900	0.114717951551076	-0.562819183029308	-1.14813437913304	-0.585315196103734	0	-0.34921631716143	0	0.824819834936183	0.368207287181355	0.830436612865823	0	0	0	67900	Mtfp1	chr11
67815	5.4308351992517	-2.65288627561186	-1.84612035276128	0.806765922850588	-10.187579624196	-5.20268141289696	0	2.68554303493618e-06	0.000356611597127457	0.888099920220524	-1	-1	0	67815	Sec14l2	chr11
71673	4.32092066268882	-0.19829203712825	-0.154964291076805	0.0433277460514452	0	0	0	0.999926335804866	0.999956015594517	0.999992631791463	0	0	0	71673	Rnf215	chr11
100526466	-1.40334703749155	-0.909199492641927	-0.78579177850168	0.123407714140247	0	0	0	0.577662413993762	0.67790956937168	0.978827792110875	0	0	0	100526466	Mir3060	chr11
216516	4.85496384724233	0.477524769869922	0.0639860607774869	-0.413538709092435	0	0	0	0.997055731940667	0.999963978179651	0.998836090129393	0	0	0	216516	Ccdc157	chr11
67465	6.41258538361612	0.321941216389919	-0.0448998118135862	-0.366841028203505	0	0	0	0.999855290211291	0.999994035431555	0.999856023298258	0	0	0	67465	Sf3a1	chr11
103724	6.25803111596881	-0.72848982301631	0.0514538465612437	0.779943669577554	0	0	0	0.851920019279558	0.999042882968933	0.819208506893475	0	0	0	103724	Tbc1d10a	chr11
71962	2.17347353935945	1.57532713431919	1.56677750585436	-0.00854962846483254	2.61859553802536	2.66492521585733	0	0.0148089677801658	0.013760729920589	0.999893263964502	0	0	0	71962	Castor1	chr11
18413	-3.46811580228566	1.11140578275844	2.15319096593061	1.04178518317216	0.148852491094336	1.53033621830831	0.0562210457385233	0.453352275799202	0.0828217289253671	0.490325244535728	0	0	0	18413	Osm	chr11
16878	8.22814020975112	-4.83396341104381	-3.18124003782144	1.65272337322237	-22.5933531787385	-13.1007670823067	4.04963193467155	4.48020320282498e-09	3.68761514564957e-07	0.00168307718615056	-1	-1	0	16878	Lif	chr11
75828	-2.6817223768759	-1.1471468449906	0.740708652939505	1.8878554979301	-0.224713957665579	0	1.32801724191342	0.419076197816714	0.656790403936552	0.110799295867526	0	0	0	75828	Hormad2	chr11
74302	6.79703784530393	-0.425246902779568	-0.588543341769435	-0.163296438989867	0	0	0	0.998683454947472	0.992091190221725	0.999935839683405	0	0	0	74302	Mtmr3	chr11
75452	5.44187067668804	-0.61871481999672	-0.802294067420113	-0.183579247423393	0	0	0	0.995491491303904	0.943115459992955	0.999979657692104	0	0	0	75452	Ascc2	chr11
66152	5.04635910385124	0.717219938456284	-0.211263575411018	-0.928483513867302	0	0	0	0.936395442309243	0.999502876836152	0.668960505446801	0	0	0	66152	Uqcr10	chr11
67178	2.46683029530975	0.00311418086597737	-0.547314145760684	-0.550428326626662	0	0	0	0.999961946055084	0.966660106297634	0.966311212672655	0	0	0	67178	Zmat5	chr11
18016	7.15454455402821	0.693755458034901	0.105253950764048	-0.588501507270853	0	0	0	0.986471649111343	0.999983409657376	0.997861794231373	0	0	0	18016	Nf2	chr11
18082	4.99835591256317	0.742568300615276	0.181479413446266	-0.56108888716901	0	0	0	0.940841177060785	0.999819762332252	0.993202732413107	0	0	0	18082	Nipsnap1	chr11
107829	4.90973467245313	0.0820474882148945	-0.309480224506705	-0.3915277127216	0	0	0	0.999887323345108	0.999097738552501	0.998416180181222	0	0	0	107829	Thoc5	chr11
380684	-2.17322962144804	-0.153613758144996	0.125286475560182	0.278900233705178	0	0	0	0.969984886994842	0.976338244532296	0.943268010467617	0	0	0	380684	Nefh	chr11
11764	6.43239866509255	-0.801269303583622	-1.12261937752733	-0.321350073943706	0	-1.00666122317802	0	0.930387933892053	0.171176747910646	0.999860423577469	0	0	0	11764	Ap1b1	chr11
78926	6.23005146082596	-0.669916672677238	-1.039881892097	-0.369965219419759	0	-0.322250777739719	0	0.986333781194439	0.377588710191196	0.99973914077148	0	0	0	78926	Gas2l1	chr11
75668	1.61389969570938	0.0638941612149329	-0.268784015583474	-0.332678176798406	0	0	0	0.99266562247403	0.967003076735965	0.954065519346222	0	0	0	75668	Rasl10a	chr11
14030	7.50356238588983	0.299406334401041	0.369005076939223	0.0695987425381821	0	0	0	0.99858406357323	0.997378586257622	0.999913835037609	0	0	0	14030	Ewsr1	chr11
279766	3.52006285285595	1.25041583925561	0.760767224315438	-0.489648614940169	1.17379566721976	0	0	0.136423371801184	0.866245242727167	0.979863343045682	0	0	0	279766	Rhbdd3	chr11
140703	5.87889010375497	2.83437376214644	3.57940983299797	0.745036070851528	4.5789105227035	6.29651463851281	0	0.000810225359938255	9.84832581860551e-05	0.736363720161558	1	1	0	140703	Emid1	chr11
84035	6.74682936332194	2.40050129817282	2.04214094015618	-0.358360358016641	9.81408840492871	7.34540807311392	0	3.58709437495015e-06	3.20780718706711e-05	0.999475884072889	1	1	0	84035	Kremen1	chr11
407821	4.28241157113834	2.12419707450545	2.07191486304606	-0.0522822114593877	7.86098530550428	7.69148036901354	0	1.94197219180887e-05	2.28366453633113e-05	0.999963999247422	1	1	0	407821	Znrf3	chr11
22433	7.69243139411181	-1.90572653717108	-1.5957090190554	0.310017518115677	-5.99681104044139	-3.9427050129188	0	0.00013664204106204	0.00196271131901545	0.999453321997597	-1	-1	0	22433	Xbp1	chr11
104479	4.79972900280904	0.0450504439189929	-0.0233110128609724	-0.0683614567799653	0	0	0	0.999823822383086	0.999917539706275	0.999797673065008	0	0	0	104479	Ccdc117	chr11
665181	4.81139235045504	0.165546888257597	-0.266375612517325	-0.431922500774922	0	0	0	0.999791667853696	0.999554130681274	0.998149560647796	0	0	0	665181	Gm11964	NA
64660	3.85933763388183	0.255487948910031	0.0840945402340472	-0.171393408675983	0	0	0	0.999538328713653	0.999931007417521	0.999828920638934	0	0	0	64660	Mrps24	chr11
72046	5.47144765358572	-0.773664321022929	-0.486451587464498	0.287212733558431	0	0	0	0.831101928434554	0.975768784412635	0.995748395316853	0	0	0	72046	Urgcp	chr11
76508	2.21508438650549	-0.888044831478515	-0.934142610096529	-0.0460977786180137	0	0	0	0.673561903582799	0.606637110392544	0.99947837316278	0	0	0	76508	Ube2d-ps	chr11
13169	5.86933840396306	-0.423853207129031	-0.757827030237182	-0.333973823108152	0	0	0	0.997312287855327	0.923490320734314	0.999228245937401	0	0	0	13169	Dbnl	chr11
56012	0.929034280172583	-0.924462037826143	-0.897564840817449	0.026897197008694	0	0	0	0.620288091437659	0.662442820167711	0.999700793431307	0	0	0	56012	Pgam2	chr11
54125	3.96368273161234	-0.251965405458571	-0.476754911831293	-0.224789506372722	0	0	0	0.998624277178789	0.99175819172464	0.999223468313458	0	0	0	54125	Polm	chr11
11568	5.54572258588609	3.7513363792793	5.15880930909372	1.40747292981442	5.19057020727478	7.49249621489067	0.762241039549233	0.000369276569722608	2.90904588808594e-05	0.234334375865467	1	1	0	11568	Aebp1	chr11
18972	4.30357560114772	1.58055346500217	1.21439054640157	-0.3661629186006	3.14091205805721	1.20511954818235	0	0.00652629780154784	0.130586767879357	0.996279322789006	1	0	0	18972	Pold2	chr11
103988	-3.05198911563476	2.55365300323062	2.22838487524007	-0.325268127990556	3.33435815718495	2.80604728381504	0	0.00487262837333269	0.0110416908088433	0.912251775923685	1	1	0	103988	Gck	chr11
56418	6.80310772159956	-0.0682307747615329	0.146786329542632	0.215017104304165	0	0	0	0.999956829093136	0.999887081931813	0.999869420315794	0	0	0	56418	Ykt6	chr11
12323	-1.81555564449135	2.32260543551614	3.460098710759	1.13749327524286	2.89490519961657	4.83689881831723	0.25870969527928	0.00960946378355893	0.000579783071918948	0.402810046975381	1	1	0	12323	Camk2b	chr11
209586	6.30795831448444	0.13266604552663	-0.00234881445363655	-0.135014859980267	0	0	0	0.999679176588417	0.999995268047706	0.999790280290742	0	0	0	209586	Nudcd3	chr11
100042173	5.29573724333083	0.146739528411703	0.0496001282626901	-0.0971394001490129	0	0	0	0.999688176318358	0.99991740058676	0.999876409422231	0	0	0	100042173	Rps15a-ps6	chr11
237636	-0.286283410798097	-0.266400803586079	0.418555595042304	0.684956398628383	0	0	0	0.971795658218663	0.936310016470689	0.812325598487521	0	0	0	237636	Npc1l1	chr11
52513	5.74008484071701	-0.242886625908312	0.0795072688569709	0.322393894765283	0	0	0	0.999839253359335	0.99997125544559	0.999768190660944	0	0	0	52513	Ddx56	chr11
100861956	0.32925050573858	-0.425755393613112	-1.1647397086138	-0.738984315000693	0	-0.601963331807376	0	0.960059466005362	0.281603937554527	0.824041749742195	0	0	0	100861956	NA	NA
103694	5.58518790594703	-0.498208577498768	-0.783268277746011	-0.285059700247243	0	0	0	0.997482754424115	0.930937338556497	0.999818312312486	0	0	0	103694	Tmed4	chr11
18293	8.09937098739865	0.341971137516667	0.0416750612457495	-0.300296076270917	0	0	0	0.999809236861012	0.99999373694935	0.999930270995632	0	0	0	18293	Ogdh	chr11
52915	6.28776408990833	-0.967245887852707	-1.41804671725363	-0.450800829400921	0	-2.66781495874596	0	0.580372466197252	0.0136973086993216	0.997435421248134	0	0	0	52915	Zmiz2	chr11
268373	4.0093758849539	0.17827632219938	0.255240154138148	0.0769638319387678	0	0	0	0.999726106641701	0.999487868973698	0.999925947404877	0	0	0	268373	Ppia	chr9
77605	5.06613901483559	1.37275686444354	0.638281005119262	-0.734475859324281	3.03044971353321	0	0	0.00774661195324015	0.992496486364973	0.973994266998233	1	0	0	77605	H2az2	chr11
19291	8.69449372230079	0.407643135115684	0.913862593628593	0.506219458512909	0	0	0	0.99682281212145	0.693794936640677	0.995007261328226	0	0	0	19291	Purb	chr11
246177	-2.41840145118848	1.09162502409005	0.913008323943754	-0.178616700146299	0.170198404253797	0	0	0.436584296689865	0.567040396472525	0.947872929332557	0	0	0	246177	Myo1g	chr11
100041286	3.31111543573178	0.322399281646141	0.874243931089606	0.551844649443465	0	0	0	0.995983547815003	0.727557371434264	0.973936403250499	0	0	0	100041286	Snhg15	chr11
216527	4.91527822767608	0.107209026917065	0.0342571122610345	-0.0729519146560307	0	0	0	0.999975691248554	0.999993773404258	0.999988981373286	0	0	0	216527	Ccm2	chr11
192950	1.46959968903498	2.63797183684655	2.03148490389813	-0.606486932948419	4.78806181072372	3.3224581475574	0	0.00061117649710169	0.00494089468269837	0.85351540939512	1	1	0	192950	Nacad	chr11
21379	6.04064900168973	-0.0624947158332567	0.250533704627423	0.31302842046068	0	0	0	0.999972055624153	0.999781837307895	0.99973982601962	0	0	0	21379	Tbrg4	chr11
100217467	-0.809768820893361	0.111458232115249	0.902961065259534	0.791502833144285	0	0	0	0.994065251728098	0.618693683417727	0.74025742667348	0	0	0	100217467	Snora5c	chr11
22373	-0.354203263898331	-6.59466459247459	-3.77255050785621	2.82211408461838	-10.2048433756655	-4.84364022281328	4.73443577042982	2.88037876748466e-06	0.000578712010214765	0.000657424701427073	-1	-1	1	22373	Wap	chr11
56089	0.61340376221621	1.36981548513783	2.1085012490775	0.738685763939672	0.954830234506536	2.71464312379587	0	0.183351262380218	0.0127437662868966	0.725060699794257	0	0	0	56089	Ramp3	chr11
665343	-2.52917544827684	-0.35504152863399	0.471333114310761	0.826374642944752	0	0	0	0.85252090056518	0.796634602282222	0.609965870911051	0	0	0	665343	NA	NA
432530	1.39839256172578	1.54826781004398	0.465544107235708	-1.08272370280827	2.22040053241655	0	-0.340018971885688	0.0278787757252171	0.979992352916658	0.371125959888412	0	0	0	432530	Adcy1	chr11
16009	5.1550819061295	7.15453886856914	7.7329149969641	0.578376128394968	12.5328785209845	13.7711961230529	0	5.76966886386545e-07	2.7573869831969e-07	0.791302784873739	1	1	0	16009	Igfbp3	chr11
319939	7.44110685332777	-0.225475820712719	1.83429434427175	2.05977016498447	0	3.51856160140406	4.83526057722991	0.994821881323342	0.00366898554424473	0.000572719988063549	0	1	1	319939	Tns3	chr11
171395	-3.01716994784123	1.65218136420865	2.26875321815316	0.616571853944516	1.18734879831504	2.3151473421318	0	0.134448655802399	0.0241235289165976	0.748545334955661	0	0	0	171395	Pkd1l1	NA
15574	3.35195181247693	0.146412996483314	0.23945977984768	0.0930467833643656	0	0	0	0.999877037296548	0.999733040610747	0.999941943859671	0	0	0	15574	Hus1	chr11
22271	0.771434375025279	1.37047306306671	1.09052692183327	-0.27994614123344	0.944101351035874	0.242631095090631	0	0.185934848388951	0.407287820808784	0.952855192243108	0	0	0	22271	Upp1	chr11
53604	-1.18030929285377	-0.105051565124369	0.463139075320423	0.568190640444792	0	0	0	0.987936968347544	0.906884607122154	0.864517518459753	0	0	0	53604	Zpbp	chr11
22778	2.28731366016872	-4.24424001495417	-2.31470554558677	1.9295344693674	-10.5757309117577	-4.10257308723023	3.78629955899833	2.04457591642973e-06	0.00156301102928173	0.00246546476374338	-1	-1	0	22778	Ikzf1	chr11
60530	1.28207416289568	1.23219857702018	0.705788727964737	-0.526409849055446	0.925344532586009	0	0	0.190373706278444	0.876961437228631	0.952689208236028	0	0	0	60530	Fignl1	chr11
13195	-2.0503524215313	0.0121549698162484	0.944752216782123	0.932597246965875	0	0	0	0.997633123198481	0.547583820141971	0.558520443869992	0	0	0	13195	Ddc	chr11
14783	4.32193968199066	-3.06759054047227	-2.31829078751198	0.749299752960298	-10.9624430498797	-6.93129505896458	0	1.51653605026119e-06	4.89936919708905e-05	0.922053156213935	-1	-1	0	14783	Grb10	chr11
12808	5.2211602103475	-2.61172190378467	-2.32057016172426	0.291151742060414	-9.81401955613438	-8.04083119393018	0	3.58991294535221e-06	1.64052758041447e-05	0.999465469092345	-1	-1	0	12808	Cobl	chr11
20335	0.740371139751657	0.100388686606519	0.588006798394197	0.487618111787678	0	0	0	0.996897140376639	0.91682491400322	0.953612190979746	0	0	0	20335	Sec61g	chr11
665689	3.26394356668243	1.35353984831147	0.64239038344528	-0.711149464866194	1.63577491249273	0	0	0.0694567844772159	0.944755123521947	0.894897017703597	0	0	0	665689	NA	NA
13649	6.37191667987233	0.611029907430818	2.1719316297069	1.56090172227608	0	6.72243300045751	3.4548504783337	0.974104315083926	6.10587179336679e-05	0.00403791328706132	0	1	0	13649	Egfr	chr11
319954	-0.73309018979635	2.60776767539526	4.0576695833978	1.44990190800255	4.17781827305389	6.92640537106338	0.968830458922386	0.00140791936028898	5.02745559552309e-05	0.180240664127051	1	1	0	319954	Egfros	NA
72735	-3.03164033346502	1.62391123303126	2.74352321563751	1.11961198260625	1.40449910355483	3.66549608683905	0.241625558673492	0.0982667981016143	0.00296480315292234	0.408659453922304	0	1	0	72735	Eldr	chr11
319701	-1.72392625337023	1.54173851227054	1.10577578466878	-0.43596272760176	1.17268349105277	0.241854036706288	0	0.136878246604118	0.407949622531266	0.875497306651394	0	0	0	319701	Fbxo48	chr11
56193	-0.563373055676831	1.71694461886239	1.49829737877653	-0.21864724008586	0.837955393591735	0.602553634990917	0	0.218872242803058	0.289259467487284	0.901569538163281	0	0	0	56193	Plek	chr11
380686	-1.96068815997746	0.190830214460777	1.06322404705346	0.872393832592681	0	0.0969956246616437	0	0.928528653745955	0.468792592938812	0.585289082315161	0	0	0	380686	Cnrip1	chr11
19058	6.45067257153768	0.484229630605421	0.261256316354014	-0.222973314251408	0	0	0	0.994929268972519	0.999366349879605	0.999713030830257	0	0	0	19058	Ppp3r1	chr11
66249	5.09286223761245	0.112669808911503	-0.0379569228798289	-0.150626731791331	0	0	0	0.999883752561815	0.999968426096561	0.999877136793569	0	0	0	66249	Pno1	chr11
103784	3.05799352894131	0.724292797440894	0.0374661814331794	-0.686826616007715	0	0	0	0.878105299390413	0.999731679898767	0.911060805143139	0	0	0	103784	Dnaaf10	chr11
57316	4.22518976690105	0.63128049006632	0.210997173745122	-0.420283316321198	0	0	0	0.968761909720272	0.999416020816134	0.996281050401392	0	0	0	57316	C1d	chr11
68145	2.43609109650917	0.135940142706408	0.0164485622502437	-0.119491580456164	0	0	0	0.999621063429245	0.999968197335891	0.999738752785818	0	0	0	68145	Etaa1	chr11
17268	3.75533880551428	0.441357206053347	-1.52158451476506	-1.9629417208184	0	-2.32900633569412	-4.20830215154623	0.973178945773414	0.0234604296799508	0.00134423302897162	0	0	0	17268	Meis1	chr11
114716	5.8295839366835	1.32818837349229	1.12378615030668	-0.204402223185609	1.89724051098893	0.722639335806917	0	0.0464002657505685	0.244815079951607	0.999501932590267	0	0	0	114716	Spred2	chr11
66713	7.6804934438863	-0.758272171449931	-0.869960692229997	-0.111688520780065	0	0	0	0.933190496945802	0.800782961212299	0.999940128613346	0	0	0	66713	Actr2	chr11
19324	8.18512279940326	-0.971111020929306	-0.397794974373762	0.573316046555544	0	0	0	0.576726947199767	0.998589550479107	0.993825924978208	0	0	0	19324	Rab1a	chr11
216543	4.04705568711007	-0.0742842549391405	-0.33649770250895	-0.26221344756981	0	0	0	0.999128055478303	0.992652495820517	0.996316521218855	0	0	0	216543	Cep68	chr11
55963	4.92582367830276	-2.90131569319936	-2.1106901443117	0.790625548887656	-10.3069368778899	-5.99566877803194	0	2.45572171291687e-06	0.000136855612607327	0.883500716846549	-1	-1	0	55963	Slc1a4	chr11
58172	7.37887374166213	-0.280371089498987	0.420996448747657	0.701367538246643	0	0	0	0.999162412098858	0.997033342748016	0.962967371606417	0	0	0	58172	Sertad2	chr11
216549	6.81363556000698	-1.61018686455378	-1.19559914562968	0.414587718924102	-4.60056738066912	-1.47532506092027	0	0.000782651279594746	0.0883889212905519	0.999339897416072	-1	0	0	216549	Aftph	chr11
216551	5.83638099081143	0.0029317544064158	0.79889490188778	0.795963147481364	0	0	0	0.999988317082749	0.841734608442592	0.858987504297938	0	0	0	216551	Lgalsl	chr11
67245	5.97634410714541	0.322850959241885	0.851412679710434	0.528561720468549	0	0	0	0.999430558801711	0.839903023437306	0.996584380116571	0	0	0	67245	Peli1	chr11
245944	6.1985058391736	-0.566435122132334	-0.322417812396028	0.244017309736305	0	0	0	0.995749883586242	0.999704352406243	0.999913902104033	0	0	0	245944	Vps54	chr11
216558	6.06311921248662	-0.638512808632141	0.0317937298161022	0.670306538448243	0	0	0	0.986181376581301	0.999984881884015	0.984487850563252	0	0	0	216558	Ugp2	chr11
17449	7.35041617046948	-0.0293642017423998	-0.353417826779445	-0.324053625037045	0	0	0	0.999989182322644	0.999476856799891	0.999766848842815	0	0	0	17449	Mdh1	chr11
216560	3.08210626541442	0.500486570210574	0.525419942948131	0.0249333727375571	0	0	0	0.994416664600588	0.993525854820222	0.999973856168968	0	0	0	216560	Wdpcp	chr11
216565	6.30899784985483	-1.50890334634258	-0.314357387106779	1.1945459592358	-2.93495117755584	0	1.20060720327776	0.00899262221081219	0.99809803091968	0.131414263181481	-1	0	0	216565	Ehbp1	chr11
103765	1.11759199806893	0.143154979174307	0.418381331641165	0.275226352466858	0	0	0	0.995590507380842	0.971836022705228	0.988796845342917	0	0	0	103765	Tmem17	chr11
53625	5.87087205637804	0.85814792158956	-0.671037592907195	-1.52918551449675	0	0	-2.96060143229782	0.761420846750709	0.943342961828369	0.00863890216453835	0	0	0	53625	B3gnt2	chr11
17846	4.57589970693735	0.211081614900519	0.14456468589758	-0.0665169290029395	0	0	0	0.999365954746921	0.999687261179485	0.999896207678572	0	0	0	17846	Commd1	chr11
22183	4.31009561561749	0.0805079699662601	0.0356014192037133	-0.0449065507625468	0	0	0	0.999758239147932	0.99990891272936	0.999903699511916	0	0	0	22183	Zrsr2-ps1	chr11
12464	8.2233730572968	-0.00121266787568786	0.219365260716211	0.220577928591899	0	0	0	0.999999753492776	0.999919516741165	0.999955652785704	0	0	0	12464	Cct4	chr11
73873	0.740978063159202	1.1722724439661	0.262737895529717	-0.909534548436387	0.606138364483677	0	0	0.280285667294452	0.990215070042978	0.624142868246144	0	0	0	73873	Fam161a	chr11
100042875	-0.566286214069299	-0.286167684520441	0.294362447425899	0.58053013194634	0	0	0	0.969242279312108	0.965654652077611	0.878192598253689	0	0	0	100042875	Gm12059	NA
103573	6.40555109975939	0.988811751967397	0.324306594795305	-0.664505157172092	0	0	0	0.533388746872719	0.999664492452188	0.988600021289933	0	0	0	103573	Xpo1	chr11
17847	7.80211144320593	0.0758374005448879	0.17975845903467	0.103921058489783	0	0	0	0.999715970335961	0.999130922549687	0.999755810530574	0	0	0	17847	Usp34	chr11
268390	4.1454758526159	0.716908354739763	0.706737115615205	-0.0101712391245572	0	0	0	0.901971974967216	0.912955299791119	0.999943342869483	0	0	0	268390	Ahsa2	chr11
100134990	2.18448656733754	-0.175174402447383	-0.209753559438695	-0.0345791569913114	0	0	0	0.998548060649082	0.998279898176009	0.999821425438744	0	0	0	100134990	Selenok-ps1	chr11
71675	4.43133334252918	-0.710267731956491	-0.253742248837119	0.456525483119372	0	0	0	0.957964639243995	0.999564672672155	0.99778622645123	0	0	0	71675	Sanbr	chr11
72129	4.75541799800393	-0.973910824008207	-0.653249988476844	0.320660835531363	0	0	0	0.568186792748407	0.977464703841626	0.999492794139283	0	0	0	72129	Pex13	chr11
74467	4.56860197591848	-0.8720555958267	-0.573321306091236	0.298734289735465	0	0	0	0.801065435712261	0.991523345478346	0.999647374156914	0	0	0	74467	Pus10	chr11
19696	5.38587417236712	-1.00545928632659	-0.0050006904247395	1.00045859590185	-0.0299721361617293	0	0.00265443585506826	0.488397848508057	0.99998217618347	0.4989731539265	0	0	0	19696	Rel	chr11
216578	4.10034302105502	-0.274246358168621	-0.578240551444051	-0.303994193275431	0	0	0	0.99019169738236	0.937529227230983	0.990796132112432	0	0	0	216578	Papolg	chr11
14025	2.40489426177656	-0.3355727151388	1.12178753361049	1.45736024874929	0	0.376710712797075	1.46407006770614	0.973240774166218	0.35795978501605	0.0898947531866528	0	0	0	14025	Bcl11a	chr11
67030	3.05554788866223	0.283958065371165	0.257474342890027	-0.0264837224811378	0	0	0	0.999246413749964	0.999480505120875	0.99997263170529	0	0	0	67030	Fancl	chr11
69922	2.01304026215228	0.74622953308317	0.0505760721574227	-0.695653460925747	0	0	0	0.841994220769203	0.999427338964942	0.88922866712576	0	0	0	69922	Vrk2	chr11
216613	-1.9606080883968	1.72678272137109	1.89383097161041	0.167048250239317	1.36083705526381	1.69390403015843	0	0.104967689265869	0.0638118459779617	0.948053151430519	0	0	0	216613	Ccdc85a	chr11
216616	2.57263804250205	-1.46833314223707	0.822610865703823	2.29094400794089	-0.804753272099632	0	2.15452987999855	0.222909475818097	0.615705585111029	0.0311939698000546	0	0	0	216616	Efemp1	chr11
71701	4.90948628137372	0.688687633437778	0.406788146599521	-0.281899486838257	0	0	0	0.883623024467157	0.982495350260318	0.99323015319134	0	0	0	71701	Pnpt1	chr11
104570	6.85954839080949	-0.387206753846326	-0.185619643520012	0.201587110326313	0	0	0	0.988870408937406	0.997523715143755	0.998106265682352	0	0	0	104570	Ppp4r3b	chr11
216618	4.31182229167376	0.884646447835439	0.415561147691859	-0.46908530014358	0	0	0	0.781099256512589	0.998816365784436	0.997817352819524	0	0	0	216618	Cfap36	chr11
108686	5.15524744605888	1.11149786799772	2.23269417739722	1.1211963093995	0.466417256945052	4.99724033357219	0.510548962060544	0.326425509765396	0.000463907153665267	0.311446254925257	0	1	0	108686	Ccdc88a	chr11
67939	2.73238566166302	0.258345561063483	0.428225364679526	0.169879803616042	0	0	0	0.998963061858942	0.99573818512194	0.999557814901723	0	0	0	67939	Prorsd1	chr11
76784	4.55713145507283	-0.0728496662186862	0.136424080312821	0.209273746531507	0	0	0	0.999912022855969	0.999815648267059	0.999706914719766	0	0	0	76784	Mtif2	chr11
78294	4.79509480981428	-0.173449005827926	0.0661632946705177	0.239612300498444	0	0	0	0.999894250793115	0.999970549751318	0.999852078906444	0	0	0	78294	Rps27a	chr11
73324	-2.51179193300071	-1.77466845194564	-1.00032216457608	0.774346287369564	-1.77826524999868	-0.000727538121465145	0	0.0559132621573529	0.50059445178522	0.706569137470365	0	0	0	73324	Clhc1	chr11
68585	8.85318771854434	-0.245713394578884	-0.147087350870105	0.0986260437087783	0	0	0	0.998510459685536	0.999355103596155	0.999771151411264	0	0	0	68585	Rtn4	chr11
237711	1.73249301896892	1.00306815635662	1.37836596603379	0.375297809677168	0.0113158268689575	1.39470511019208	0	0.49564923553397	0.0995395402039805	0.973247320361898	0	0	0	237711	Eml6	chr11
20742	8.92985198128309	0.907653534631397	0.58454225526129	-0.323111279370107	0	0	0	0.766832206300508	0.99567374695674	0.999884548506278	0	0	0	20742	Sptbn1	chr11
75572	2.13599625969196	0.454730856551298	1.03614109120745	0.581410234656153	0	0.184113741767294	0	0.989513435892286	0.42915923909761	0.967295098962954	0	0	0	75572	Acyp2	chr11
103554	7.4773183864857	-0.633963957239262	0.065474121397382	0.699438078636644	0	0	0	0.939601860635605	0.99943824607859	0.918737818704636	0	0	0	103554	Psme4	chr11
237716	-0.280881472350561	-0.285505832485355	0.383361325300698	0.668867157786053	0	0	0	0.965605122742904	0.941364308817964	0.816542976324198	0	0	0	237716	Gpr75	chr11
66753	5.24418499675814	-0.375821580449802	-0.619493959879323	-0.243672379429521	0	0	0	0.999756705568094	0.995610157522696	0.999960316868009	0	0	0	66753	Erlec1	chr11
65257	3.5616074319629	0.329364437248567	0.120611325087437	-0.208753112161129	0	0	0	0.999115944367313	0.999898938668895	0.999760075247751	0	0	0	65257	Asb3	chr11
